time_s,pos_x,pos_y,pos_z,euler_x,euler_y,euler_z,dev_pos_x,dev_pos_y,dev_pos_z,joint_x,joint_y,joint_z,gimbal_x,gimbal_y,gimbal_z,step_dist_m,cumulative_dist_m,collision_event,collision_object,click_event,force_x,force_y,force_z,target_x,target_y,target_z,dist_to_target
0.0043,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.65,45.61,1.10,0.000000,0.000000,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0341,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.65,45.53,1.03,0.000000,0.000000,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.0667,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.58,45.53,1.10,0.000000,0.000000,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1001,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.58,45.61,1.03,0.000000,0.000000,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1354,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.51,45.61,1.10,0.000000,0.000000,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.1682,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.07,45.61,1.10,0.000000,0.000000,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.2023,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.14,45.53,1.03,0.000000,0.000000,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.2338,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.14,45.53,1.10,0.000000,0.000000,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.2678,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.21,45.61,1.03,0.000000,0.000000,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3010,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.21,45.53,1.03,0.000000,0.000000,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3350,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.14,45.68,1.10,0.000000,0.000000,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.3691,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.07,45.61,1.03,0.000000,0.000000,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4005,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,0.01,45.53,1.10,0.000000,0.000000,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4354,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,0.01,45.61,1.10,0.000000,0.000000,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.4685,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,0.01,45.53,1.10,0.000000,0.000000,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.5029,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,0.01,45.61,1.10,0.000000,0.000000,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.5335,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.07,45.61,1.03,0.000000,0.000000,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.5678,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.14,45.61,1.10,0.000000,0.000000,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6003,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.21,45.61,1.10,0.000000,0.000000,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6337,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.29,45.53,1.03,0.000000,0.000000,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.6674,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.29,45.53,1.03,0.000001,0.000001,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7010,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.29,45.61,1.10,0.000001,0.000001,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7343,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.21,45.61,1.03,0.000000,0.000001,0,,0,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
0.7686,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.14,45.53,1.03,0.000000,0.000002,0,,0,0.0134,0.0052,0.0746,0.0000,0.0000,0.0000,0.0000
0.8027,-0.546670,2.208496,-0.725617,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,0.08,45.61,1.18,0.000000,0.000002,0,,0,0.0243,0.0094,0.1351,0.0000,0.0000,0.0000,0.0000
0.8339,-0.546670,2.208495,-0.725616,0.00,0.00,0.00,0.000000,-65.510710,-88.114200,0.00,15.41,-21.25,-0.07,45.53,1.18,0.000000,0.000003,0,,0,0.0290,0.0112,0.1608,0.0000,0.0000,0.0000,0.0000
0.8688,-0.546560,2.208302,-0.725004,0.00,0.00,0.00,0.000000,-65.550060,-88.012890,0.00,15.41,-21.20,0.15,45.61,1.25,0.000652,0.000655,0,,0,0.0369,0.0143,0.2049,0.0000,0.0000,0.0000,0.0000
0.9031,-0.546156,2.208147,-0.722764,0.00,0.00,0.00,0.000000,-65.601690,-87.636290,0.00,15.45,-21.01,0.08,45.46,1.32,0.002281,0.002936,0,,0,0.0433,0.0168,0.2406,0.0000,0.0000,0.0000,0.0000
0.9350,-0.545990,2.207860,-0.721844,0.00,0.00,0.00,0.000000,-65.660050,-87.484090,0.00,15.45,-20.94,-0.07,45.46,1.40,0.000978,0.003913,0,,0,0.0461,0.0178,0.2558,0.0000,0.0000,0.0000,0.0000
0.9682,-0.545659,2.207290,-0.720002,0.00,0.00,0.00,0.000000,-65.776210,-87.179450,0.00,15.45,-20.80,-0.29,45.39,1.47,0.001956,0.005870,0,,0,0.0507,0.0196,0.2818,0.0000,0.0000,0.0000,0.0000
1.0031,-0.544980,2.207516,-0.716235,0.00,0.00,0.00,0.000000,-65.782210,-86.540290,0.00,15.57,-20.48,-0.43,45.39,1.47,0.003835,0.009705,0,,0,0.0545,0.0211,0.3029,0.0000,0.0000,0.0000,0.0000
1.0352,-0.544598,2.208531,-0.714110,0.00,0.00,0.00,0.000000,-65.638070,-86.169850,0.00,15.71,-20.27,-0.43,45.39,1.54,0.002385,0.012090,0,,0,0.0562,0.0217,0.3119,0.0000,0.0000,0.0000,0.0000
1.0686,-0.543994,2.209193,-0.710754,0.00,0.00,0.00,0.000000,-65.566830,-85.595310,0.00,15.85,-19.96,-0.43,45.39,1.62,0.003474,0.015564,0,,0,0.0589,0.0228,0.3272,0.0000,0.0000,0.0000,0.0000
